,Unnamed: 0,c5,c1,c2,c3,c4,c6,c7,c8,c9,c10,c75,c132,c134,c136,c138,c139,c140,c141,c144,c145,c147,c149,c151,c152,c153,c155,c157,c160,c162,c203,c204,c214,c233,c234,c790,c22,c23,c24,c25,c26,c27,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c102,c104,c106,c108,c110,c112,c113,c114,c115,c117,c118,c143,c240,c241,c242,c243,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c76,c250,c205,c206,c207,c208,c210,c41,c43,c45,c47,c49,c50,c52,c53,c54,c55,c56,c57,c58,c59,c119,c120,c121,c122,c126,c127,c128,c129,c130,c78,c80,c82,c84,c86,c88,c90,c92,c94,c96,c98,c100,c111,c123,c124,c125,c184,c192,c244,c40,c44,c46,c48,c51,c77,c79,c81,c83,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c156,c158,c161,c163,c183,c191,c229,c230,end_of_record,32
147307,147307,19980913039469I,I,91.0,-5,F,,,,,1445.0,,B,C,,,,O,OPP,1H71,1.0,H,7.0,,3O,3.0,O,TR,,,,,,N,,,93214,CESSNA,152,150,3A19,CE,,,,H,LYC,O235L2C,O235,E223,EA,O,GL,GL15,MN,ST CLOUD,ST CLOUD MUNI,,STC,,,,,4,X,B,S,,,,,,DRY,,STC,,,,,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19990405.0,,19990405.0,,20120808.0,XX,Y,0.0,1.0,S,23.0,O,35.0,17.0,17.0,35.0,GL,GL15,MN,"(-5)THE PILOT STATED THAT JUST BEFORE TOUCH DOWN, THE SEAT BACK SLIPPED BACK ONE NOTCH CAUSING HIM TO LOSE CONTROL ",                              ,  ,    ,           ,  ,    ,      ,Unknown             ,II,V,A, ,  , , , ,AC,HA,M,5,   ,U,U,U,E, ,0,STUDENT             ,NO RATING (OR STUDEN,STUDENT AIRPLANE OR ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Loss Of Directional ,Level Off Touchdown ,                    ,Pilot Induced       ,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Additional Training ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, ,
147361,147361,19980927036769I,I,91.0,-5,F,,,,,1500.0,,A,X,,,,S,OPP,1L71,1.0,L,7.0,,3R,3.0,R,,,,,,,,,,7421C,NAMER,AT6D,T6,A2575,GL,,,,L,PWA,R1340AN1,R1340,5.00E+02,NE,R,WP,WP17,CA,ATWATER,CASTLE AFB,,MER,,,,,8,P,B,S,,,,,,DRY,,MER,,,,,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19990305.0,,19990305.0,,20120808.0,3,N,5.0,3.0,S,80.0,K,2000.0,,15.0,3000.0,WP,WP07,AZ,"(-5)DURING LANDING ROLL THE AIRCRAFT TAIL WHEEL WAS NOT PROPERLY ENGAGED AND ACCORDING TO THE PILOT, HE MOMENTARILY",                              ,  ,    ,           ,  ,    ,      ,None                ,ME,V,A, ,GC,V,A, ,  ,HB,M,5,   ,U,U,N,E,A,8,COMMERCIAL PILOT    ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Improper Oper Brake/,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,Roll-Out (Fixed Wing,                    ,Pilot Induced       ,Other               ,Air Show            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-RADIAL          ,                              ,                    ,                    ,                    ,Pilot and Ground Cre,,, ,
147382,147382,19981001042209A,A,91.0,0.4,N,,,,,1230.0,,B,A,,,,O,ATS,1L71,1.0,L,7.0,,3O,3.0,I,TR,,,,,,,,,527SS,DIAMON,DA20A1,DA20,TA4CH,GL,,,,L,ROTAX,ROTAX912,912,EXPE3I,EU,I,SW,SW09,TX,HOUSTON,DAVID WAYNE HOOKS MEMORIAL ARP,17L,DWH,,,,,1,B,B,S,,SCAT,,10,,DRY,,DWH,,,,,2.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19990428.0,19990428.0,,,20120808.0,1,N,1.0,0.0,S,28.0,O,14.0,14.0,,,SW,SW09,TX,"(.19) ON OCTOBER 1, 1998, AT 1230 CENTRAL DAYLIGHT TIME, A DIAMOND AIRCRAFT INDUSTRIES DA 20-A1 AIRPLANE, N527SS, W",                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,56, , ,J,SY,IB,S,5,   ,Y,N,N,E, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,5630,                    ,                    ,Improperly Secured  ,System/Component Mal,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-INLINE          ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, ,
147404,147404,19981008045999A,A,135.0,0.4,F,,,,,1315.0,,B,E,,,E,S,OPP,1H71,1.0,H,7.0,,3O,3.0,O,,,,,,A,,,,6874M,CESSNA,207A,207,A16CE,CE,,,,H,CONT,IO520F,O520,E5CE,SO,O,AL,AL03,AK,NAPASKIAK,NAPASKIAK ARPT,19,PKA,,,,,5,S,B,S,,SCAT,,G10,,DRY,,PKA,,,,,2.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20000217.0,,20000217.0,,20120808.0,F9,N,10.0,3.0,S,61.0,K,1608.0,205.0,205.0,15542.0,AL,AL03,AK,"(.4) THE CERTIFICATED AIRLINE TRANSPORT PILOT, WITH ONE PASSENGER, WAS DEPARTING FOR ANOTHER AIRPORT ABOUT 5 MILES ",HAGELAND AVIATION SERVICES INC,AK,EPUA,EPUA174D   ,AL,AL03,      ,Air Taxi Flight Foll,II,E,A, ,28, , ,M,OB,IH,S,5,   ,Y,Y,N,E, ,9,A/LINE TRANSPORT PLT,ASMEL ASES          ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,2800,                    ,                    ,Fuel Contamination  ,Engine Malfunction  ,Forced/Precautionary,                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Passengers          ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
147435,147435,19981019029799A,A,137.0,0.4,N,,,,,1300.0,,A,X,,,,O,OPP,1L71,1.0,L,7.0,,3T,3.0,T,,,,,,G,N,,,73080,AIRTRC,AT400,AT400,A9SW,SW,,,,L,PWA,PT6A11,PT6,E4EA,NE,T,SW,SW01,NM,AZETC,AZTEC MUNI ARPT,,Q19,,,,,6,A,B,S,,CLER,,10,,,,Q19,,,,,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19981021.0,19990212.0,,,20120808.0,9,N,5.0,3.0,S,60.0,K,3000.0,420.0,420.0,24200.0,SW,SW13,NM,ACFT WAS INVOLVED IN AERIAL APPLICATION WHEN THE ENGINE RAN OUT OF OIL DUE TO THE PILOT NOT SECURING THE DIPSTICK.(,"DAVIS, JIM OR WILLIAM         ",AR,KOVG,KOVG744F   ,SW,SW11,      ,None                ,II,O,A, ,79, , ,J,OB,DD,S,5,   ,N,N,N,E, ,8,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,7910,                    ,                    ,Improperly Secured  ,Engine Malfunction  ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Aerial Applicator   ,Agriculture         ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,TURBOPROP                     ,                              ,                    ,                    ,                    ,                    ,,, ,
147593,147593,19981230034409A,A,91.0,-23,N,,,,,1630.0,,B,A,,,,,,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,N,,,2313L,BEECH,C23,23,A1CE,CE,,,,L,LYC,O320*,O320,E274,EA,O,WP,WP19,CA,DEATH VALLEY,DEATH VALLEY ARPT,,L06,,,,,1,B,B,S,,,,,,DRY,,L06,,,,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19990106.0,19990427.0,,,20120808.0,1,N,1.0,0.0,S,67.0,O,,,,,WP,WP01,CA,"(.19)ON DECEMBER 30, 1998, ABOUT 1630 HOURS PACIFIC STANDARD TIME, A BEECH C23, N2313L, SUSTAINED SUBSTANTIAL DAMAG",                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,  , , , ,EX,IA,S,5,   , , , ,E, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Overshoot Landing   ,Takeoff Ground Roll ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
147602,147602,19990102000079A,A,91.0,0.4,N,,,,,930.0,,,,,,,O,,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,N,,,1857G,BEECH,C24R,23,A1CE,CE,,,,L,CONT,IO360*,IO360,E1CE,CE,O,EA,EA11,NY,FARMINGDALE,REPUBLIC,32,FRG,,,,,1,B,B,S,,SCAT,,G10,,DRY,,FRG,,,,,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19990106.0,19990722.0,,,20120808.0,1,N,1.0,0.0,S,42.0,N,33.0,10.0,10.0,165.0,EA,EA11,NY,"ACFT WAS ON RIGHT BASE TO RWY 32, REPORTS NOT GOING TO MAKE IT AND LANDS SE OF RWY 32 IN PINELAWN CEMETARY. (.19)ON",                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,73, , ,M,IA,IH,S,5,   ,Y,Y,N,F, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,7310,                    ,                    ,Fuel Contamination  ,Control Coll With Gr,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,                    ,                    ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
147661,147661,19990126015169I,I,135.0,-5,F,,,,,1055.0,,B,E,,,E,O,ATS,1G72,1.0,G,7.0,,3U,,,CV,,,,,A,,,,134AE,BOLKMS,BK117B2,117,H13EU,EU,,,,G,,,,,,,WP,WP07,AZ,,,,,,,,,5,Y,B,S,,,,,,,,,,,,,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19990923.0,,19990924.0,,20120808.0,3,N,25.0,3.0,S,35.0,K,54.0,24.0,24.0,3072.0,EA,EA03,PA,"ENROUTE TO PICK UP PATIENT AT HOSPITAL, PILOT FELT WHAT HE THOUGHT WAS TURBULENCE FOLLOWED BY A RUSHING AIR NOISE. ",PETROLEUM HELICOPTERS INC     ,LA,HEEA,HEEA617E   ,SW,SW03,      ,Instrument Flight Ru,II,O,A, ,71, , ,J,SY,DA,M,5,   ,N,N,N,E, ,3,COMMERCIAL PILOT    ,RH ASMEL            ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,7111,                    ,                    ,Improperly Secured  ,System/Component Mal,Normal Cruise       ,                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Air Ambulance       ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,                              ,                              ,Wheeled-Conventional          ,                    ,                    ,                    ,                    ,,, ,
147692,147692,19990208001229A,A,91.0,0.4,N,,,,,1910.0,,,,,,,O,,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,N,,,5540D,BEECH,H35,35,3A15,CE,,,,L,CONT,O470G,O470,E273,SO,O,CE,CE09,NE,LINCOLN,,,,,,,,1,B,B,S,,CLER,,10,,,,,,,,,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19990210.0,19990921.0,,,20120808.0,1,N,1.0,0.0,,44.0,L,195.0,10.0,10.0,247.0,CE,CE09,NE,"PILOT REPORTED THAT THE ACFT HAD ""LOST SOMETHING"" SHORTLY AFTER TAKE-OFF AND SAID HE WAS ATTEMPTING TO RETURN TO TH",                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,FT,V,A, ,IA,IH,S,5,   ,U,U,U,F,F,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,                    ,LAWYER              ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Improper Mgt/Fuel Ta,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Control Coll With Gr,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,                    ,                    ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
147706,147706,19990213001379A,A,91.0,0.4,N,,,,,630.0,,B,D,,,,O,OPP,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,,,,24624,BEECH,A24R,23,A1CE,CE,,,,L,LYC,IO360A1B6,O360,1.00E+10,EA,O,SO,SO07,MS,PHILADELPHIA,PHILADELPHIA MUNI ARPT,,MPE,,,,,1,B,B,S,,CLER,,10,,,,MPE,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19990217.0,19990827.0,,,20120808.0,1,N,1.0,0.0,S,45.0,D,120.0,17.0,17.0,142.0,SO,SO07,MS,"ACFT WAS TAXIING FOR TAKE OFF WHEN IT LOST CONTROL, RAN INTO A DITCH, AND STRUCK A TREE. OTHER CIRCUMSTANCES AE UNK",                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,UN,V,A, ,JJ,FE,S,5,   ,Y,Y,N,E,E,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,PHYSICIAN           ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Misc/Pilot Unsafe Ac,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collision With Other,"Ground Taxi, Other A",                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Dawn                ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
147718,147718,19990217015679I,I,121.0,-5,F,,,,,1940.0,,,,,,,O,OPP,2L72,2.0,L,7.0,,4F,,,TR,ZF,,,,A,,,,514US,BOEING,757251,757,A2NM,NM,,,,L,,,,,,,GL,GL23,MI,DETROIT,DETROIT METRO WAYNE COUNTY,,DTW,,,,,C,S,C,S,,,,,,,,DTW,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19990929.0,,19990929.0,,20120808.0,F9,N,5.0,3.0,S,54.0,K,386.0,,150.0,15226.0,WP,WP07,AZ,(-5) A FLIGHT ATTENDANT OPENED AN OVERHEAD BIN AND A SNOWBOARD STOWED IN THE BIN FELL OUT HITTING THE PASSENGER IN ,NORTHWEST AIRLINES INC        ,MN,NWAA,NWAA301A   ,GL,GL01,      ,Instrument Flight Ru,II,H,P, ,  , , , ,SE,DA, ,7,   ,U,N,N,J, ,3,A/LINE TRANSPORT PLT,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Hidden Hazardous Obj,Other/Pass/Cabin Cre,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Normal Cruise       ,                    ,"Miscellaneous, Other",Scheduled Air Carrie,Passengers          ,Unknown             ,Weather Not A Factor,Night               ,                    ,                    ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,Mercy Landing       ,                    ,                    ,                    ,,, ,
147885,147885,19990425003889A,A,91.0,0.4,N,,,,,1007.0,,,,,,,O,OTH,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,N,,,36MN,BEECH,A36TC,36,3A15,CE,,,,L,CONT,TSIO520UB,O520,E8CE,SO,O,WP,WP21,CA,LAKE ELSINORE,,,,,,,,1,B,B,S,,SCAT,,10,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19990426.0,19991202.0,,,20120808.0,1,N,5.0,3.0,S,48.0,O,69.0,12.0,12.0,889.0,WP,WP21,CA,"PILOT REPORTED THAT THE ACFT ENGINE HAD QUIT AND REQUESTED VECTORS TO THE NEAREST ARPT, THE ACFT SUBSEQUENTLY MADE ",                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,28, , ,T,JJ,DD,S,8,   ,Y,N,N,E, ,8,PRIVATE PILOT       ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,2841,                    ,                    ,Other               ,Collision With Other,Fcd/Prec Ldg From Cr,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,                    ,                    ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
147928,147928,19990506015529I,I,121.0,-5,F,,,,,1627.0,,B,E,,,E,S,ATS,2L73,2.0,L,7.0,,4F,,,,ZG,,,,A,,,,2819W,BOEING,727247,727,A3WE,NM,,,,L,,,,,,,SW,SW07,TX,DALLAS-FT WORTH,DALLAS-FORT WORTH INTL,36,DFW,,,,,C,S,B,S,,,,,,,,DFW,,,,,6.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19990928.0,,19990928.0,,20120808.0,9,N,5.0,3.0,S,53.0,K,,,,,SW,SW19,TX,"ON 5/6/99 AT APPROXIMATELY 1608C, DELTA 789 DEPARTED RUNWAY 36 BOUND FOR SAN FRANCISCO, CA. SHORTLY AFTER TAKEOFF T",DELTA AIR LINES INC           ,GA,DALA,DALA026A   ,SO,SO27,      ,Instrument Flight Ru,II,O,A, ,72, , ,P,OB,IH,S,5,   ,N,N,N,E, ,3,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,7230,                    ,                    ,Foreign Object Damag,Engine Malfunction  ,Forced/Precautionary,                    ,Pilot Induced       ,Scheduled Air Carrie,Passengers          ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,Declared Emergency  ,                    ,                    ,                    ,,, ,
148347,148347,19990816019439I,I,91.0,-5,F,,,,,,,Z,Y,,,,O,ATS,1L71,1.0,L,7.0,,3O,4.0,T,TR,,,,,,,,,4360U,PIPER,PA46310P,PA46,A25SO,SO,,,,L,PWA,PT6A34,PT6,E4EA,EA,T,EA,EA25,NJ,TETERBORO,TETERBORO,,TEB,,,,,1,B,B,S,,,,,,DRY,,TEB,,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19991129.0,,19991129.0,,20120808.0,3,N,1.0,3.0,S,40.0,O,380.0,60.0,60.0,1680.0,EA,EA11,NY,"(-23)AFTER LANDING, TAXIED ON TAXIWAY PAPA WAS MARCHALLED BY GROUP PERSONNEL INTO THE ATLANTIC FBO RAMP, HIT A RECE",                              ,  ,    ,           ,  ,    ,      ,None                ,AF,H,I, ,UO,V,M, ,JJ,FE,M,4,   ,U,U,N,E,E,8,COMMERCIAL PILOT    ,ASEL                ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Improper Maintenance,Hidden Hazardous Obj,Airport Supervisory ,                    ,Unsafe Acts By Third,Other/Miscellaneous ,Maintenance And/Or G,                    ,Collision With Other,"Ground Taxi, Other A",                    ,"OPDEF, Other Than Pi",Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,                    ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,750 HP AND OVER               ,TURBOPROP                     ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, ,
148435,148435,19990904035409I,I,91.0,-5,F,,,,,1700.0,,B,A,,,,O,OPP,1H71,1.0,H,7.0,,3O,3.0,O,TR,,,,,,,,,35345,CESSNA,172E,172,3A12,CE,,,,H,CONT,O300D,O300,E253,SO,O,NM,NM09,OR,DUFER,,,,,,,,1,B,C,W,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000601.0,,20000601.0,,20120808.0,1,N,1.0,0.0,,58.0,O,,,,470.0,NM,NM09,OR,(-23) PILOT DEPARTED A PRIVATE RANCH FOR A FOUR (4) MILE ENROUTE TRIP TO ANOTHER RANCH. AFTER TAKEOFF PILOT REALIZE,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,34, , ,W,BX,HA,M,8,   ,U,U,N,E, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,                    ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,3411,                    ,                    ,Fouled              ,Hard Landing        ,Level Off Touchdown ,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,Unknown             ,Unknown             ,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,                    ,                    ,,, ,
